"","ProbeName","GeneName","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"22946","A_96_P016296","Solyc03g122350.3.1",-1.48827332653075,13.4713364362568,-4.82795594924079,0.00134323437378189,0.01803503494868,-0.972188457018254
"17150","A_96_P019386","Solyc11g006680.3.1",-0.738517683457847,7.90687607558479,-4.75879416077463,0.00129585590058502,0.0176331915600513,-0.97252962881042
"38740","A_96_P229929","Solyc04g009860.4.1",1.68504548876045,7.63234669991605,4.79355169394228,0.00132192908159953,0.0178112549941831,-0.973656605015974
"37507","A_96_P120292","Solyc07g063530.3.1",0.558117713443149,12.4942617004285,4.75699816807667,0.00129892772584828,0.0176624733259822,-0.975017182921367
"5269","A_96_P159366","Solyc04g077020.3.1",1.13362312875882,12.5254886142222,4.79686919172335,0.00132790765792001,0.0178667323280058,-0.975728961612355
"1079","A_96_P062096","Solyc09g097870.4.1",1.18758227894065,7.4461453088389,4.75290345084674,0.00130596078935556,0.0177222074126353,-0.980690390785988
"3962","A_96_P116767","Solyc12g010180.2.1",-0.645763315999161,10.8775666954522,-4.75286471890347,0.00130602751186212,0.0177222074126353,-0.98074406553618
"35695","A_96_P182524","Solyc08g067100.2.1",0.851530211137129,10.0400084631121,4.7524406559909,0.00130675827568941,0.0177222074126353,-0.981331746710778
"13741","A_96_P103984","Solyc07g063630.3.1",0.656190981569081,11.8319574966708,4.75208636210687,0.0013073691502715,0.0177222074126353,-0.981822759957791
"28774","A_96_P086744","Solyc02g071890.3.1",-0.509670388038938,11.7060360067895,-4.75175786163437,0.00130793582831792,0.0177222074126353,-0.982278042921554
"21511","A_96_P105599","Solyc01g008470.3.1",0.722647934719783,11.3319510880908,4.75088917749092,0.00130943563064213,0.0177245328827741,-0.983482066743727
"4814","A_96_P045391","Solyc11g072470.3.1",-0.783132121789898,12.0788489442356,-4.74958585158773,0.00131168934895458,0.0177355179576958,-0.985288727512839
"7092","A_96_P029016","Solyc04g015040.3.1",-0.985286637227648,8.21430221557021,-4.74811014060411,0.00131424623263713,0.0177450968119781,-0.987334650928616
"38924","A_96_P051041","Solyc01g090810.4.1",-2.095489553548,6.02236077064574,-4.81612666449635,0.0013635001250475,0.0182647469355652,-0.987989473309839
"36766","A_96_P224169","Solyc01g103460.2.1",0.82508607850767,10.639861640726,4.74415549697892,0.00132112489976099,0.0178112549941831,-0.9928189529597
"44246","A_96_P006146","Solyc12g014080.2.1",0.608989659400783,10.0639467238759,4.74278373062691,0.00132352004268898,0.0178201857080143,-0.994721860320756
"43312","A_96_P049916","Solyc08g066020.3.1",-0.592109134359829,5.78352998445892,-4.73883993468603,0.00133043227324697,0.0178881650184466,-1.00019422612841
"2445","A_96_P026191","Solyc02g036360.1.1",-0.88403957616738,9.37144466988384,-4.73758528775392,0.00133263946833278,0.0179053028635334,-1.00193564256145
"38981","A_96_P014876","Solyc06g062530.4.1",0.843616385701615,8.40762395423025,4.72863936804645,0.00134849275775962,0.0180929845904854,-1.01435909368873
"37830","A_96_P012951","Solyc08g008210.3.1",0.562373589230015,13.7052221247221,4.72691659573537,0.00135156912775341,0.0181215972436211,-1.01675291619408
"5955","A_96_P190874","Solyc11g011210.2.1",-2.4486079946989,11.7924777236423,-4.79372176043884,0.0014028036538946,0.0186286797254721,-1.0179742645025
"22057","A_96_P110717","Solyc11g008440.3.1",1.49133715945161,9.97348644371205,4.77817088547617,0.00139640088715978,0.0186186784954638,-1.02066944267837
"7879","A_96_P230639","Solyc08g081770.3.1",-0.88171254977519,9.63662440786436,-4.71991618093416,0.00136414828675003,0.0182647469355652,-1.02648463317061
"1342","A_96_P196449","Solyc06g036100.3.1",0.981578252170105,6.19410753839969,4.71921927694762,0.00136540748989577,0.0182688667637622,-1.02745383998456
"14922","A_96_P070419","Solyc05g055350.3.1",-0.686810928633596,10.8688428542117,-4.71862783721218,0.0013664771224753,0.0182704462057979,-1.0282764306165
"8598","A_96_P233969","Solyc04g007210.3.1",1.17002242096533,7.55456600577553,4.71286956242005,0.00137693866954296,0.0183975104072546,-1.03628790089968
"34986","A_96_P231094","Solyc12g094520.2.1",-1.78561515640236,11.4531373845489,-4.77697819439915,0.00143298198994211,0.0188317961717239,-1.04043140818118
"32700","A_96_P216294","Solyc02g088560.4.1",-1.15702084154369,9.33349086257425,-4.70726234854735,0.00138720919686982,0.0185218474130046,-1.04409391170939
"15275","A_96_P050726","Solyc05g005560.4.1",2.13004301510164,9.71505572403108,4.77292455844902,0.0014403941174776,0.0188775201744505,-1.04587460826104
"38380","A_96_P015891","Solyc03g078080.4.1",-0.694111444149488,10.4848413899583,-4.70358012194118,0.00139399891913998,0.0185995686222985,-1.04922260417554
"44554","A_96_P044351","Solyc03g113280.3.1",-0.766832093246735,6.63947930020375,-4.70173819256387,0.0013974087842655,0.0186191871324758,-1.05178883888893
"18009","A_96_P062266","Solyc09g072670.3.1",0.579247231479434,11.2547783970905,4.70056575703213,0.00139958395611263,0.0186286797254721,-1.05342257454257
"19694","A_96_P187459","Solyc03g124030.4.1",-0.802376185870502,11.5042868086923,-4.70029630854657,0.00140008437097619,0.0186286797254721,-1.05379806746872
"30049","A_96_P117277","Solyc02g067690.3.1",1.09117029005585,8.00272112443572,4.69945553068045,0.00140164709464164,0.0186286797254721,-1.05496981174769
"18385","A_96_P018796","Solyc10g080070.3.1",-0.723416224744894,8.3957947602559,-4.69874326159043,0.00140297244182461,0.0186286797254721,-1.05596254237039
"29449","A_96_P082569","Solyc01g094360.3.1",1.20757430382176,5.36693138986806,4.72521705577894,0.00142382886444033,0.0188015916074652,-1.05624462339455
"31896","A_96_P211144","Solyc06g084140.4.1",1.09784686862737,5.54388716205673,4.69775073884058,0.00140482153202584,0.0186394351944026,-1.05734600371158
"1891","A_96_P037171","Solyc03g123710.3.1",-0.772871949697292,9.43950653488764,-4.69726680331627,0.0014057240709112,0.0186394351944026,-1.05802060635527
"4486","A_96_P009366","Solyc03g059170.2.1",-0.97433427384104,10.5091764474006,-4.69526751753879,0.00140945939737608,0.0186760665490826,-1.06080796304586
"14166","A_96_P031001","Solyc01g107350.3.1",1.02718563368456,6.19362614604346,4.69347336313067,0.00141282062363718,0.018688271196723,-1.06330983309873
"18910","A_96_P014021","Solyc05g056290.4.1",-0.735729129072276,11.3023135093842,-4.69338857280845,0.00141297968721878,0.018688271196723,-1.06342808126911
"6030","A_96_P035806","Solyc07g008900.4.1",-0.772025239313245,12.4734245696394,-4.69321758708551,0.00141330050925218,0.018688271196723,-1.06366654035499
"23564","A_96_P041071","Solyc02g082360.4.1",0.805245703179373,8.37264276895233,4.6923940137598,0.00141484689271063,0.018695843317305,-1.06481516774244
"25551","A_96_P084324","Solyc02g077710.1.1",-1.73706127627277,11.174119583979,-4.75679213124488,0.00147030918401711,0.0190485400358492,-1.06756147571638
