Sample	total_reads	total_tags	total_assigned_tags	cds_exons_total_bases	cds_exons_tag_count	cds_exons_tags_kb	5_utr_exons_total_bases	5_utr_exons_tag_count	5_utr_exons_tags_kb	3_utr_exons_total_bases	3_utr_exons_tag_count	3_utr_exons_tags_kb	introns_total_bases	introns_tag_count	introns_tags_kb	tss_up_1kb_total_bases	tss_up_1kb_tag_count	tss_up_1kb_tags_kb	tss_up_5kb_tags_kb	tss_up_10kb_tags_kb	tes_down_1kb_total_bases	tes_down_1kb_tag_count	tes_down_1kb_tags_kb	tes_down_5kb_tags_kb	tes_down_10kb_tags_kb	other_intergenic_tag_count	cds_exons_tag_pct	5_utr_exons_tag_pct	3_utr_exons_tag_pct	introns_tag_pct	tss_up_1kb_tag_pct	tss_up_5kb_tag_pct	tss_up_10kb_tag_pct	tes_down_1kb_tag_pct	tes_down_5kb_tag_pct	tes_down_10kb_tag_pct	other_intergenic_tag_pct	tss_up_5kb-10kb_total_bases	tss_up_1kb-5kb_total_bases	tss_up_5kb-10kb_tag_count	tss_up_1kb-5kb_tag_count	tes_down_5kb-10kb_total_bases	tes_down_1kb-5kb_total_bases	tes_down_5kb-10kb_tag_count	tes_down_1kb-5kb_tag_count
RSeQC_SP15DPA1	181499971	225171415	217447246	34980075	176282245	5039.5	3468699	8015070	2310.68	5814322	22894873	3937.67	76964371	7040437	91.48	30803147	677667	22.0	9.58	7.08	26782809	1291842	48.23	18.65	13.12	7724169	78.28802115046442	3.5595415164042916	10.167752865078366	3.1267010512857505	0.3009560516373715	0.46939528270051506	0.5282966312575689	0.5737149184766637	0.7860527056687013	0.8993361790616274	3.430350606447981	57618583	79518293	132629	379277	59470351	68122682	255082	478124
RSeQC_SP15DPA2	97478740	120922089	116157707	34980075	95368874	2726.38	3468699	4296122	1238.54	5814322	11114147	1911.51	76964371	3625563	47.11	30803147	339312	11.02	5.25	4.04	26782809	630535	23.54	9.69	6.96	4764382	78.86803377999863	3.5528016721576816	9.191163576408277	2.9982636174934094	0.28060381920791994	0.47863794347780414	0.5612134272672051	0.5214390565151417	0.7604177264916421	0.8884811773306365	3.9400427493441663	57618583	79518293	99852	239467	59470351	68122682	154857	288978
RSeQC_SP15DPA3	8181714	10150347	9807176	34980075	8008953	228.96	3468699	379392	109.38	5814322	977896	168.19	76964371	302564	3.93	30803147	29056	0.94	0.42	0.31	26782809	55070	2.06	0.8	0.56	343171	78.90324340635843	3.7377244344454432	9.63411398644795	2.9808242023647074	0.286256223555707	0.45502877881908865	0.509982565128069	0.5425430283319379	0.7457971633876163	0.8532319141404723	3.380879491114934	57618583	79518293	5578	17131	59470351	68122682	10905	20631
RSeQC_SP1DPA1	78115501	95518130	91863639	34980075	71306840	2038.5	3468699	3347083	964.94	5814322	11321593	1947.19	76964371	4078402	52.99	30803147	270993	8.8	4.96	3.69	26782809	853760	31.88	11.13	7.7	3654491	74.65267588467238	3.5041337178606824	11.852821029892441	4.269767425304495	0.2837084436221689	0.572375108264787	0.6496347866106675	0.8938198434161138	1.1058507950270802	1.2450013416301178	3.825965814029232	57618583	79518293	73797	275729	59470351	68122682	132914	202528
RSeQC_SP1DPA2	80274096	98124615	94305025	34980075	73593382	2103.87	3468699	3429606	988.73	5814322	11185625	1923.81	76964371	4230810	54.97	30803147	284422	9.23	5.26	3.93	26782809	850904	31.77	11.24	7.81	3819590	74.99991923535191	3.495153586080312	11.39940778366366	4.311670420311967	0.28985795256368646	0.591089198158892	0.6723399628115738	0.8671667144885103	1.086730378509001	1.2289179427608454	3.892591069019736	57618583	79518293	79727	295582	59470351	68122682	139521	215446
RSeQC_SP1DPA3	71778422	88009827	84561810	34980075	66441299	1899.4	3468699	3393545	978.33	5814322	9602391	1651.51	76964371	3573840	46.43	30803147	291563	9.47	4.69	3.5	26782809	629030	23.49	8.77	6.24	3448017	75.49304579362484	3.8558705495467	10.910589564049477	4.060728354800652	0.3312845962076485	0.5874230385659093	0.6673345693543972	0.7147270042923729	0.9455466830993772	1.0946675307065425	3.917763637917388	57618583	79518293	70330	225427	59470351	68122682	131241	203144
RSeQC_SP3DPA1	80139517	96860743	92697498	34980075	70073155	2003.23	3468699	3012051	868.35	5814322	12691921	2182.87	76964371	4637573	60.26	30803147	377035	12.24	6.22	4.68	26782809	1000938	37.37	13.74	9.69	4163245	72.34422618459575	3.109671582841358	13.1032662014579	4.787876756221042	0.3892547055931628	0.7086235132431309	0.811633253732113	1.0333784038803007	1.346494936550301	1.5451502369747463	4.298175784177085	57618583	79518293	99776	309343	59470351	68122682	192419	303287
RSeQC_SP3DPA2	87039001	106698405	102820088	34980075	80981634	2315.08	3468699	3805097	1096.98	5814322	11224120	1930.43	76964371	4718557	61.31	30803147	437043	14.19	6.5	4.83	26782809	828076	30.92	11.57	8.29	3878317	75.89769875191668	3.5662173206806607	10.519482460867152	4.422331336630571	0.40960593553390046	0.6720222293857158	0.7606018103082235	0.7760903267485583	1.0290331893902256	1.1988276675738498	3.6348406520228678	57618583	79518293	94513	279994	59470351	68122682	181168	269886
RSeQC_SP3DPA3	187388686	227853800	217917569	34980075	163690164	4679.53	3468699	6617267	1907.71	5814322	31707853	5453.4	76964371	10327539	134.19	30803147	1141785	37.07	17.16	12.72	26782809	2283872	85.27	31.8	22.27	9936231	71.83999740184277	2.904172324534416	13.915876320693357	4.5325287530864085	0.5011042168267547	0.8309468615401631	0.9376297432827542	1.002340974782953	1.3243320936495244	1.5090031414880947	4.360792315072208	57618583	79518293	243081	751559	59470351	68122682	420780	733669
RSeQC_SPbreaker1	94725867	119331390	115266876	34980075	97182417	2778.22	3468699	4305901	1241.36	5814322	9433373	1622.44	76964371	2869936	37.29	30803147	390630	12.68	5.51	4.04	26782809	536750	20.04	7.85	5.16	4064514	81.43910583795261	3.6083556891443234	7.9051899085395725	2.4050134671187524	0.32734890626850155	0.5098507609774763	0.5684807660415252	0.44979782771322785	0.6243353069129589	0.667781545157565	3.40607278604565	57618583	79518293	69964	217782	59470351	68122682	51845	208278
RSeQC_SPbreaker2	98091484	122985944	118809342	34980075	99093178	2832.85	3468699	4539312	1308.65	5814322	10377154	1784.76	76964371	3279561	42.61	30803147	388673	12.62	5.55	4.05	26782809	566844	21.16	8.27	5.45	4176602	80.572766917169	3.690919346035186	8.437674796397872	2.6666144872620565	0.3160304237694025	0.4982715748394792	0.5524753300263321	0.4609014506568328	0.6382143962727969	0.6835496583251822	3.3959994647843663	57618583	79518293	66663	224131	59470351	68122682	55756	218070
RSeQC_SPbreaker3	96991134	121010969	116949203	34980075	96985648	2772.6	3468699	4098926	1181.69	5814322	11506020	1978.91	76964371	2836678	36.86	30803147	358917	11.65	5.13	3.75	26782809	636721	23.77	8.87	5.78	4061766	80.14616261770452	3.387235086101988	9.508245488059847	2.3441494795401563	0.29659873230169737	0.4674625818424774	0.5207123000560387	0.5261680038278183	0.6955799188749575	0.7369679024717173	3.356527126065737	57618583	79518293	64438	206764	59470351	68122682	50084	205007
RSeQC_SPrr1	104341147	130768394	125808739	34980075	104451576	2986.03	3468699	4551601	1312.19	5814322	11048443	1900.21	76964371	3661684	47.58	30803147	397213	12.9	8.56	6.42	26782809	693412	25.89	9.91	6.59	4959655	79.87524569583687	3.4806583309419556	8.448863415727198	2.800129211650332	0.3037530613092947	0.722182150527902	0.8241968621255683	0.5302596283319041	0.7189283061777144	0.7782048619485225	3.7927016217695537	57618583	79518293	133403	547173	59470351	68122682	77515	246719
RSeQC_SPrr2	88106876	110648332	106489567	34980075	89180745	2549.47	3468699	3745276	1079.73	5814322	8863625	1524.45	76964371	3124300	40.59	30803147	346275	11.24	5.87	4.36	26782809	559059	20.87	8.26	5.46	4158765	80.59836365179007	3.3848463255641303	8.010626856986873	2.8236304547275055	0.3129509444389998	0.5850137894532382	0.6617325239028456	0.5052575035654402	0.7081597940400944	0.7622573108467645	3.758542876181812	57618583	79518293	84888	301033	59470351	68122682	59858	224508
RSeQC_SPrr3	172798724	218635099	209343682	34980075	173357091	4955.88	3468699	8675181	2500.99	5814322	16006428	2752.93	76964371	7102438	92.28	30803147	738747	23.98	16.57	12.78	26782809	1165077	43.5	19.02	13.32	9291417	79.29060420440544	3.967881204655068	7.3210697061957095	3.248535131131896	0.33789039517392405	0.8361923626910427	0.9818222279122713	0.5328865334655164	0.8256336737588506	0.9403503871992667	4.249737138500347	57618583	79518293	318398	1089463	59470351	68122682	250811	640048
RSeQC_SRR3199616	7706661	8607103	8087466	26056979	6742365	258.75	2611865	311947	119.43	4454671	634213	142.37	42553432	161399	3.79	25375831	39998	1.58	0.92	0.76	23356131	44074	1.89	1.07	0.85	519637	78.33489386614752	3.62429728097828	7.368483913809327	1.8751837871581183	0.4647092058733351	1.035133424103325	1.3516626906869826	0.5120654417636225	1.0733228125653893	1.4081741556944305	6.037304305525332	56559850	71377931	27244	49097	55766402	63106103	28821	48308
RSeQC_SRR3199617	5361584	5996952	5643404	26056979	4746154	182.15	2611865	179121	68.58	4454671	463409	104.03	42553432	94870	2.23	25375831	22242	0.88	0.65	0.52	23356131	29194	1.25	0.69	0.57	353548	79.14277119443344	2.9868673286029304	7.727408857032706	1.5819703075829188	0.370888411312947	1.050416945141465	1.318786610264681	0.4868139681624932	0.9940049545168946	1.3467341409435993	5.895461561139726	56559850	71377931	16094	40751	55766402	63106103	21153	30416
RSeQC_SRR3199618	5663097	6349158	6015935	26056979	5026212	192.89	2611865	215327	82.44	4454671	495065	111.13	42553432	116432	2.74	25375831	26544	1.05	0.62	0.51	23356131	31751	1.36	0.74	0.59	333223	79.16344182960954	3.3914260757095667	7.797333126691759	1.8338179645237997	0.4180711836120632	0.9513229943246018	1.2351086553524107	0.5000820581248726	1.0123389589611724	1.3305701322915575	5.248302215821374	56559850	71377931	18018	33857	55766402	63106103	20205	32524
RSeQC_SRR3199622	4122173	4595524	4281842	26056979	3442318	132.11	2611865	151952	58.18	4454671	433168	97.24	42553432	108092	2.54	25375831	19959	0.79	0.51	0.41	23356131	32457	1.39	0.73	0.58	313682	74.90588668452172	3.306521737238234	9.425867431004603	2.3521147969197855	0.43431391066611774	1.0767651305922894	1.384412310761515	0.7062741920181463	1.3651326812785658	1.799381311032213	6.825815728521927	56559850	71377931	14138	29524	55766402	63106103	19956	30278
RSeQC_SRR3199623	6221556	6965092	6613389	26056979	5371860	206.16	2611865	257919	98.75	4454671	642339	144.19	42553432	156159	3.67	25375831	31134	1.23	0.67	0.55	23356131	42394	1.82	0.92	0.71	351703	77.12547084805198	3.703023592509618	9.222261529352375	2.2420235080886224	0.44700055648941894	0.9276259380349894	1.20093173212931	0.6086638913025126	1.1412914574566997	1.4567790346487886	5.049509755219313	56559850	71377931	19036	33476	55766402	63106103	21974	37098
RSeQC_SRR3199624	8676683	9859041	9393250	26056979	7797625	299.25	2611865	302326	115.75	4454671	844398	189.55	42553432	202762	4.76	25375831	35279	1.39	0.82	0.69	23356131	54358	2.33	1.27	0.99	465791	79.09111038284556	3.0664848639943783	8.564707257024288	2.0566097655948483	0.3578339921702324	0.8040132909478722	1.0696172173338157	0.5513517998352984	1.1130494335098111	1.4269643467351438	4.724506166471972	56559850	71377931	26186	43989	55766402	63106103	30949	55378
RSeQC_SRR3199628	6057624	6831344	6083406	26056979	4981903	191.19	2611865	197602	75.66	4454671	517280	116.12	42553432	124550	2.93	25375831	23609	0.93	0.93	0.77	23356131	42410	1.82	1.25	1.01	747938	72.92712824884825	2.892578678514799	7.572155640237119	1.8232137043603718	0.3455981721898356	1.3119233931126877	1.7269368955801376	0.6208148791804365	1.576439423925951	2.1093653020547642	10.948621530404559	56559850	71377931	28351	66013	55766402	63106103	36406	65282
RSeQC_SRR3199629	8080286	9168281	8473060	26056979	7070652	271.35	2611865	263548	100.9	4454671	695860	156.21	42553432	157504	3.7	25375831	28995	1.14	1.01	0.86	23356131	50358	2.16	1.33	1.08	695221	77.12080377990159	2.874562854258066	7.589863356064239	1.7179229127030466	0.3162533958110577	1.0704078550821032	1.4365615539052523	0.5492632697448955	1.2544663497988335	1.6773918687701654	7.582893674397632	56559850	71377931	33570	69143	55766402	63106103	38775	64655
RSeQC_SRR3199630	4377028	4899490	4422777	26056979	3562997	136.74	2611865	207220	79.34	4454671	363932	81.7	42553432	95751	2.25	25375831	20099	0.79	0.71	0.58	23356131	29586	1.27	0.88	0.73	476713	72.7217934927921	4.229419796754356	7.427956787339091	1.9543054481180693	0.4102263704997867	1.3927163847665778	1.8109435880060987	0.6038587689739137	1.5468344664444666	2.125731453681914	9.729849433308365	56559850	71377931	20491	48137	55766402	63106103	28363	46201
RSeQC_SRR3199635	7356893	8210015	7637540	26056979	6045627	232.02	2611865	303156	116.07	4454671	775824	174.16	42553432	225735	5.3	25375831	45100	1.78	1.03	0.88	23356131	57747	2.47	1.28	1.07	572475	73.63722234368633	3.692514569096402	9.44972694934175	2.74950776582016	0.5493290816155634	1.2171719540098282	1.637378250831454	0.703372649136451	1.3458806104495546	1.8607639571913086	6.9728861640325865	56559850	71377931	34499	54830	55766402	63106103	42272	52750
RSeQC_SRR3199656	8655603	9591567	8889734	26056979	6804746	261.15	2611865	381628	146.11	4454671	1029107	231.02	42553432	312503	7.34	25375831	52540	2.07	1.27	1.1	23356131	82406	3.53	1.65	1.35	701833	70.94509166229042	3.9787867821806384	10.729289593660765	3.2581016219768886	0.5477728508803619	1.278477229007523	1.7645604727569542	0.8591505433887915	1.4881092943415815	2.0069817580380764	7.317188109096251	56559850	71377931	46623	70086	55766402	63106103	49768	60327
RSeQC_SRR3199657	8317087	9357836	8842210	26056979	7431291	285.19	2611865	296321	113.45	4454671	704747	158.2	42553432	167971	3.95	25375831	36859	1.45	0.88	0.75	23356131	48754	2.09	1.08	0.89	515626	79.41249451262023	3.1665547462041435	7.531089452732448	1.7949769583480626	0.3938837996305984	0.9059786899449831	1.2268434710760052	0.5209965209905367	0.9935737279430843	1.3579421567122998	5.5100987023068155	56559850	71377931	30026	47921	55766402	63106103	34097	44223
